UMPD Case Number,Address
2025-00110135,4100 block of Campus Dr
2025-00110145,4000 block of Stadium Dr
2025-00110161,4100 block of Campus Dr
2025-00110178,4100 block of Valley Dr
2025-00110214,4200 block of Chapel Ln
2025-00110346,8100 block of La Plata Dr
2025-00110470,7400 block of Baltimore Ave
2025-00110472,4300 block of Knox Rd
2025-00110722,4200 block of Farm Dr
2025-00111706,7300 block of Baltimore Ave
2025-00111718,7800 block of Alumni Dr
2025-00111765,7500 block of Regents Dr
2025-00111802,7400 block of Baltimore Ave
2025-00111804,6900 block of Preinkert Dr
2025-00111812,3900 block of Campus Dr
2025-00112242,7200 block of Baltimore Ave
2025-00112267,College Ave
2025-00112541,7300 block of Baltimore Ave
2025-00112690,Baltimore Ave
2025-00112730,7000 block of Preinkert Dr
2025-00112736,4500 block of Knox Rd
2025-00112744,8100 block of Baltimore Ave
2025-00112800,7000 block of Preinkert Dr
2025-00112807,7500 block of Mowatt Ln
2025-00113526,7200 block of Baltimore Ave
2025-00113606,University Blvd
2025-00113851,4100 block of Library Ln
2025-00113993,4100 block of Library Ln
2025-00114023,4200 block of Lehigh Rd
2025-00114168,7600 block of Library Ln
2025-00114211,3900 block of Campus Dr
2025-00114253,7300 block of Baltimore Ave
2025-00114264,4200 block of Chapel Ln
2025-00115016,7900 block of Regents Dr
2025-00115072,4100 block of Stadium Dr
2025-00115091,4200 block of Farm Dr
2025-00115094,300 block of Ehrensberger Dr
2025-00115101,8200 block of Paint Branch Dr
2025-00115152,7500 block of Regents Dr
2025-00115392,8100 block of Baltimore Ave
2025-00115573,7600 block of Regents Dr
2025-00115886,4100 block of Library Ln
2025-00115893,7100 block of 51st Ave
2025-00115958,4200 block of Chapel Ln
2025-00115991,7500 block of Calvert Service Ln
2025-00116044,8300 block of Baltimore Ave
2025-00116082,7500 block of Regents Dr
2025-00116480,4100 block of Campus Dr
2025-00116731,4200 block of Chapel Ln
2025-00116917,3900 block of Denton Service Ln
2025-00116996,8100 block of Baltimore Ave
2025-00117064,Stanley R. Zupnick Hall at 8184 Paint Branch Dr
2025-00117072,University Blvd
2025-00117074,7500 block of Mowatt Ln
2025-00117444,4100 block of Campus Dr
2025-00117598,8000 block of Regents Dr
2025-00117614,8200 block of Paint Branch Dr
2025-00117888,Lot Y
2025-00117891,University Blvd
2025-00118007,4000 block of Stadium Dr
2025-00118198,"Kung Fu Tea, Pho Thom, Ritchie's Columbian at 7313 Baltimore Ave"
2025-00118671,7000 block of Preinkert Dr
2025-00118730,4100 block of Fieldhouse Dr
2025-00118941,4000 block of Stadium Dr
2025-00119012,7400 block of Baltimore Ave
2025-00119201,University Blvd
2025-00119202,Baltimore Ave
2025-00119672,8000 block of Hagerstown Dr
2025-00119754,8000 block of Hagerstown Dr
2025-00119783,4100 block of Campus Dr
2025-00119966,8900 block of Rhode Island Ave
2025-00120066,4200 block of Farm Dr
2025-00120365,4600 block of Rossborough Ln
2025-00103454,4300 block of Chapel Ln
2025-00103455,Lot 1b
2025-00103456,Baltimore Ave
2025-00103457,University Blvd / Stadium Dr
2025-00120934,3900 block of Campus Dr
2025-00121280,Lot 4a
2025-00121421,5600 block of Rivertech Ct
2025-00121455,Lot 4B
2025-00121714,7600 block of Library Ln
2025-00121715,8500 block of Paint Branch Dr
2025-00121852,7600 block of Regents Dr
2025-00121875,Baltimore Ave
2025-00122200,3900 block of Campus Dr
2025-00122210,4000 block of Stadium Dr
2025-00122264,8500 block of Paint Branch Dr
2025-00122374,7700 block of Baltimore Ave
2025-00122621,4300 block of Knox Rd
2025-00122721,8500 block of Paint Branch Dr
2025-00122894,4100 block of Campus Dr
2025-00122899,8500 block of Paint Branch Dr
2025-00122904,8400 block of Boteler Ln
2025-00122932,4300 block of Rowalt Dr
2025-00122939,7600 block of Mowatt Ln
2025-00122941,4000 block of Stadium Dr
2025-00122943,4400 block of Rossborough Ln
2025-00123060,7300 block of Baltimore Ave
2025-00123079,3400 block of Tulane Dr
2025-00123490,8500 block of Paint Branch Dr
2025-00123519,8500 block of Paint Branch Dr
2025-00123603,4000 block of Fieldhouse Dr
2025-00124034,8600 block of Paint Branch Dr
2025-00124048,University Blvd
2025-00124063,Baltimore Ave
2025-00124150,Frat Row
2025-00124191,Metzerott Rd
2025-00124236,University Blvd
2025-00124250,8000 block of Regents Dr
2025-00124545,8500 block of Paint Branch Dr
2025-00124599,4400 block of Calvert Rd
2025-00124835,University Blvd
2025-00125033,Metzerott Rd
2025-00125700,Harvard Rd
2025-00126089,4000 block of Fieldhouse Dr
2025-00126348,4100 block of Campus Dr
2025-00127110,3400 block of Tulane Dr
2025-00127140,5100 block of Campus Dr
2025-00127147,8600 block of Boteler Ln
2025-00127202,4000 block of Union Dr
2025-00127386,7300 block of Baltimore Ave
2025-00127580,9300 block of Baltimore Ave
2025-00127725,7100 block of 51st Ave
2025-00127932,3800 block of Stadium Dr
2025-00128221,Baltimore Ave
2025-00128341,3800 block of Stadium Dr
2025-00128371,3200 block of Metzerott Rd
2025-00128696,Lot 4B
2025-00128700,3800 block of Golf Course Rd
2025-00128778,8000 block of Regents Dr
2025-00129056,7500 block of Baltimore Ave
2025-00129446,4500 block of College Ave
2025-00130131,Golf Course Parking Lot
2025-00130441,7800 block of Alumni Dr
2025-00130740,4700 block of Tecumseh St
2025-00131195,7600 block of Library Ln
2025-00131336,Valley Dr
2025-00131979,5200 block of Greenbelt Rd
2025-00132128,3900 block of Campus Dr
2025-00132538,8200 block of Paint Branch Dr
2025-00132617,7500 block of Baltimore Ave
2025-00132642,8100 block of Paint Branch Dr
2025-00132960,University Blvd
2025-00133550,4200 block of Stadium Dr
2025-00133788,7600 block of Mowatt Ln
2025-00133814,Graduate Hills Apartment #288 at 3420 Tulane Dr
2025-00133991,3900 block of Campus Dr
2025-00134612,7800 block of Alumni Dr
2025-00134734,8000 block of Regents Dr
2025-00134852,University Blvd
2025-00134906,4100 block of Stadium Dr
2025-00135137,8200 block of Paint Branch Dr
2025-00135300,7500 block of Baltimore Ave
2025-00135368,University Blvd
2025-00135525,Stanley R. Zupnick Hall at 8184 Paint Branch Dr
2025-00135647,7100 block of 51st Ave
2025-00135653,3900 block of Campus Dr
2025-00135673,7100 block of 51st Ave
2025-00135701,Lot Z
2025-00135797,Baltimore Ave
2025-00135801,3400 block of Tulane Dr
2025-00135804,4300 block of Knox Rd
2025-00135819,4300 block of Knox Rd
2025-00136132,7700 block of Baltimore Ave
2025-00136238,4100 block of Stadium Dr
2025-00136247,Baltimore Ave
2025-00136342,3900 block of Campus Dr
2025-00136487,8600 block of Adelphi Rd
2025-00136641,4300 block of Hartwick Rd
2025-00136722,3700 block of Campus Dr
2025-00136779,8600 block of Adelphi Rd
2025-00136825,4200 block of Lehigh Rd
2025-00136968,7500 block of Mowatt Ln
2025-00136970,3900 block of Campus Dr
2025-00137054,McKeldin Mall
2025-00137261,8100 block of Paint Branch Dr
2025-00137973,University Blvd
2025-00138756,Mowatt Ln
2025-00139138,7600 block of Baltimore Ave
2025-00139445,8200 block of Alumni Dr
2025-00139570,4400 block of Stadium Dr
2025-00139573,4500 block of Campus Dr
2025-00139612,3900 block of Campus Dr
2025-00140085,UMGC Hotel at 348 Ehrensberger Dr
2025-00140097,7700 block of Alumni Dr
2025-00140129,8100 block of Baltimore Ave
2025-00140153,3800 block of Stadium Dr
2025-00140313,3900 block of Campus Dr
2025-00140813,7500 block of Columbia Ave
2025-00141243,8000 block of Boteler Ln
2025-00141744,7500 block of Baltimore Ave
2025-00142077,8100 block of Greenmead Dr
2025-00142168,6700 block of Adelphi Rd
2025-00142240,UMGC Hotel at 348 Ehrensberger Dr
2025-00142272,3400 block of Tulane Dr
2025-00142953,7800 block of Regents Dr
2025-00142974,7600 block of Mowatt Ln
2025-00143029,8100 block of Boteler Ln
2025-00143161,7700 block of Baltimore Ave
2025-00143482,8200 block of Baltimore Ave
2025-00143655,4600 block of River Rd
2025-00143946,Golf Course Rd
2025-00144030,4300 block of Campus Dr
2025-00144796,4300 block of Campus Dr
2025-00144870,3800 block of Campus Dr
2025-00145006,5000 block of Lakeland Rd
2025-00146850,8100 block of La Plata Dr
2025-00146967,8100 block of Baltimore Ave
2025-00147305,University Blvd
2025-00147380,University Blvd
2025-00147421,7500 block of Mowatt Ln
2025-00147752,5000 block of College Ave
2025-00148338,3900 block of Campus Dr
2025-00148421,5200 block of Greenbelt Rd
2025-00148436,8200 block of Paint Branch Dr
2025-00148503,8200 block of Paint Branch Dr
2025-00148910,8200 block of Paint Branch Dr
2025-00149664,4000 block of Campus Dr
2025-00149989,7500 block of Baltimore Ave
2025-00150124,University Blvd
2025-00150155,University Blvd
2025-00150436,7400 block of Hopkins Ave
2025-00150545,7300 block of Baltimore Ave
2025-00150687,Baltimore Ave
2025-00150753,University Blvd
2025-00150791,Adelphi Rd
2025-00150838,University Blvd
2025-00151269,8000 block of Greenmead Dr
2025-00151427,Baltimore Ave
2025-00151430,7300 block of Baltimore Ave
2025-00151887,8700 block of Baltimore Ave
2025-00151934,7600 block of Library Ln
2025-00152577,7500 block of Mowatt Ln
2025-00152649,4200 block of Campus Dr
2025-00152744,7700 block of Baltimore Ave
2025-00152898,3900 block of Campus Dr
2025-00154073,LaPlata Beach
2025-00154098,3800 block of Stadium Dr
2025-00154116,7300 block of Hopkins Ave
2025-00154242,4100 block of Campus Dr
2025-00154376,University Blvd
2025-00154521,7500 block of Yale Ave
2025-00154524,4200 block of Stadium Dr
2025-00154820,University Blvd
2025-00154828,Knox Rd
2025-00155009,7300 block of Baltimore Ave
2025-00155141,8100 block of Paint Branch Dr
2025-00155670,"Alpha Sigma Phi, Frat 9 at 9 Fraternity Row"
2025-00156226,4200 block of Knox Rd
2025-00156296,8000 block of Regents Dr
2025-00156330,Baltimore Ave
2025-00156484,8700 block of Baltimore Ave
2025-00157235,"Capital One Field, Football Stadium, SECU Stadium"
2025-00157596,495 / N 95
2025-00157987,Knox Rd
2025-00158178,7500 block of Mowatt Ln
2025-00158282,7500 block of Mowatt Ln
2025-00158609,3400 block of Tulane Dr
2025-00158664,4300 block of Hartwick Rd
2025-00158813,4100 block of Valley Dr
2025-00159238,4300 block of Campus Dr
2025-00159469,7900 block of Regents Dr
2025-00159519,3800 block of Golf Course Rd
2025-00159526,Lot 11b
2025-00159531,3400 block of Tulane Dr
2025-00159532,3800 block of Golf Course Rd
2025-00159535,7200 block of Baltimore Ave
2025-00159645,Baltimore Ave
2025-00160185,7000 block of Preinkert Dr
2025-00160386,University Blvd
2025-00160457,University Blvd
2025-00160768,7100 block of Baltimore Ave
2025-00160852,8000 block of Regents Dr
2025-00161158,Baltimore Ave
2025-00161159,University Blvd
2025-00161162,7500 block of Baltimore Ave
2025-00161406,Campus Dr
2025-00162432,Baltimore Ave
2025-00162720,8100 block of Regents Dr
2025-00162754,7300 block of Baltimore Ave
2025-00162758,8200 block of Alumni Dr
2025-00162812,4000 block of Campus Dr
2025-00162871,4000 block of Campus Dr
2025-00162892,3400 block of Tulane Dr
2025-00164006,3900 block of Campus Dr
2025-00164020,3400 block of Tulane Dr
2025-00164033,4000 block of Stadium Dr
2025-00164132,Adelphi Rd
2025-00164302,University Blvd
2025-00164332,University Blvd
2025-00164474,4300 block of Knox Rd
2025-00164586,8200 block of Paint Branch Dr
2025-00164621,4400 block of Technology Dr
2025-00164634,Barry P. Gossett Basketball Performance Center at 8454 Paint Branch Dr
2025-00164728,7600 block of Preinkert Dr
2025-00164824,Baltimore Ave
2025-00165032,University Blvd
2025-00165151,8100 block of Paint Branch Dr
2025-00165296,3400 block of Tulane Dr
2025-00165314,4100 block of Campus Dr
2025-00165315,3400 block of Tulane Dr
2025-00165620,Baltimore Ave
2025-00166343,Baltimore Ave
2025-00166498,8100 block of Paint Branch Dr
2025-00166641,8100 block of Paint Branch Dr
2025-00167454,3500 block of Campus Dr
2025-00167532,4100 block of Stadium Dr
2025-00168144,4000 block of Stadium Dr
2025-00168302,7600 block of Baltimore Ave
2025-00168438,8100 block of La Plata Dr
2025-00168611,Metzerott Rd
2025-00168779,3800 block of Stadium Dr
2025-00168944,7600 block of Library Ln
2025-00169177,8100 block of La Plata Dr
2025-00169377,University Blvd
2025-00169666,4300 block of Rowalt Dr
2025-00169755,Paint Branch Trl / Iribe Center
2025-00169768,8000 block of Regents Dr
2025-00169793,4200 block of Lehigh Rd
2025-00169881,New Hampshire Ave
2025-00170262,Metzerott Rd
2025-00170818,University Blvd
2025-00170881,Adelphi Rd
2025-00170899,Metzerott Rd
2025-00171034,3400 block of Tulane Dr
2025-00171291,4300 block of Stadium Dr
2025-00171363,3400 block of Tulane Dr
2025-00171495,3800 block of Stadium Dr
2025-00171646,University Blvd
2025-00171947,4700 block of Berwyn House Rd
2025-00172140,4100 block of Valley Dr
2025-00172638,7500 block of Yale Ave
2025-00173026,Baltimore Ave
2025-00173416,4000 block of Union Dr
2025-00173696,8700 block of Boteler Ln
2025-00173711,8100 block of Baltimore Ave
2025-00174022,4200 block of Chapel Ln
2025-00174771,4000 block of Campus Dr
2025-00174770,7200 block of Baltimore Ave
2025-00175180,Baltimore Ave
2025-00175519,815 at 7401 Baltimore Ave
2025-00176609,3400 block of Tulane Dr
2025-00176623,7700 block of Alumni Dr
2025-00176922,4700 block of Rossborough Ln
2025-00176960,3400 block of Tulane Dr
2025-00177021,3800 block of Golf Course Rd
2025-00177195,7500 block of Baltimore Ave
2025-00177471,4300 block of Rowalt Dr
2025-00177472,3400 block of Tulane Dr
2025-00177485,7000 block of Preinkert Dr
2025-00177497,7500 block of Baltimore Ave
2025-00177522,3400 block of Tulane Dr
2025-00177559,8500 block of Paint Branch Dr
2025-00178038,7500 block of Baltimore Ave
2025-00178057,4300 block of Hartwick Rd
2025-00178120,8500 block of Paint Branch Dr
2025-00178378,4100 block of Valley Dr
2025-00178595,3900 block of Campus Dr
2025-00178600,4000 block of Stadium Dr
2025-00178847,3400 block of Tulane Dr
2025-00178897,Metzerott Rd
2025-00178929,4100 block of Valley Dr
2025-00178936,3900 block of Campus Dr
2025-00179218,Lot P2
2025-00179698,Metzerott Rd
2025-00179712,University Blvd
2025-00180048,4100 block of Valley Dr
2025-00180358,University Blvd
2025-00180716,4200 block of Campus Dr
2025-00180863,Greenmead Dr
2025-00180887,Metzerott Rd
2025-00180980,University Blvd
2025-00181238,Baltimore Ave
2025-00181253,4200 block of Stadium Dr
2025-00181255,7500 block of Baltimore Ave
2025-00181258,7000 block of Preinkert Dr
2025-00181650,University Blvd
2025-00181760,8400 block of Baltimore Ave
2025-00182190,9000 block of Baltimore Ave
2025-00182273,3400 block of Tulane Dr
2025-00182278,3400 block of Tulane Dr
2025-00182370,8200 block of Baltimore Ave
2025-00182428,4200 block of Knox Rd
2025-00183158,8300 block of Baltimore Ave
2025-00183222,4100 block of Stadium Dr
2025-00183459,8100 block of Paint Branch Dr
2025-00183469,7500 block of Baltimore Ave
2025-00184259,University Blvd
2025-00184283,University Blvd
2025-00184284,8000 block of Greenmead Dr
2025-00184591,Lot P2
2025-00184628,8400 block of Boteler Ln
2025-00184654,University Blvd
2025-00184714,7200 block of Dartmouth Ave
2025-00185207,7500 block of Mowatt Ln
2025-00185404,Lot C1
2025-00185694,7000 block of Preinkert Dr
2025-00185705,4100 block of Valley Dr
2025-00185712,4200 block of Valley Dr
2025-00186060,"Frat 13, Zeta Psi Fraternity at 13 Fraternity Row"
2025-00186062,3400 block of Tulane Dr
2025-00186065,University Blvd
2025-00186279,3900 block of Denton Service Ln
2025-00186342,8400 block of Baltimore Ave
2025-00186443,Lot F
2025-00186559,Baltimore Ave
2025-00186891,3900 block of Denton Service Ln
2025-00186920,8000 block of Regents Dr
2025-00187102,4200 block of Valley Dr
2025-00187226,8200 block of Paint Branch Dr
2025-00187330,3400 block of Tulane Dr
2025-00187348,7800 block of Regents Dr
2025-00187453,6900 block of Preinkert Dr
2025-00187532,4000 block of Union Dr
2025-00187567,4400 block of Lehigh Rd
2025-00187635,4100 block of Campus Dr
2025-00187859,8400 block of Boteler Ln
2025-00188003,Knox Rd
2025-00188080,University Blvd
2025-00188136,4300 block of Hartwick Rd
2025-00188382,4000 block of Campus Dr
2025-00188413,4600 block of Norwich Rd
2025-00188474,8100 block of Baltimore Ave
2025-00188569,8000 block of Greenmead Dr
2025-00188570,4200 block of Terrapin Trl
2025-00188586,3500 block of University Blvd
2025-00188664,4200 block of Valley Dr
2025-00188738,7400 block of Preinkert Dr
2025-00188779,4100 block of Stadium Dr
2025-00188982,7500 block of Mowatt Ln
2025-00189079,Baltimore Ave
2025-00189106,College Ave
2025-00189135,4100 block of Stadium Dr
2025-00189172,8100 block of La Plata Dr
2025-00189220,Lot Z
2025-00189243,Lot Z
2025-00189246,"Capital One Field, Football Stadium, SECU Stadium"
2025-00189464,7700 block of Baltimore Ave
2025-00189724,University Blvd
2025-00189725,University Blvd
2025-00189728,University Blvd
2025-00189755,4000 block of Stadium Dr
2025-00189765,4200 block of Farm Dr
2025-00189793,Campus Dr
2025-00190054,4200 block of Lehigh Rd
2025-00190166,4100 block of Stadium Dr
